,PID,Year,Title,Info.type,Source.in.paper,Task.variable.decoded,Accuracy.50,Accuracy.other,Num_classes,Significance,Roi.Search,Pattern.type,Classifier.type,Classifier.Fitted,Scanner,Resolution,Smoothing,Coregistration,Movement.Correction,Pattern.normalization.type,Num_subs,Num_trials,Num_class_types,Talairach.Coordinates,MNI.Coordinates,Coordinate.Space,ROI.Atlas,BA,AAL,Desikan,OxHarvard,Destrieux,Unkown Atlas,Method.of.Assigning.Region,Region.name,Voxel.numbers,Training.setsize,Accuracy.50.Median,Notes,More.Notes,Accuracy.50.original
24,7,2011,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 3,Semantic Rule GREEN vs. SWEET,0.471,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC R,,,,atlas comparison,LPFC R,954,114,,,,0.471
25,7,2011,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 3,Semantic Rule LOUD vs. SWEET,0.472,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC R,,,,atlas comparison,LPFC R,954,114,,,,0.472
26,7,2011,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response L INDEX vs. R INDEX,0.486,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC R,,,,atlas comparison,LPFC R,954,114,,,,0.486
27,7,2011,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Just One vs Second,0.5,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC L,,,,atlas comparison,Left LPFC,956,114,,,,0.5
28,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response R INDEX vs. L MID,0.501,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC L,,,,atlas comparison,LPFC L,956,114,,,,0.501
29,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response L INDEX vs. R INDEX,0.504,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC L,,,,atlas comparison,LPFC L,956,114,,,,0.504
30,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response L MID vs. R MID,0.504,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC L,,,,atlas comparison,LPFC L,956,114,,,,0.504
31,7,2011,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response R INDEX vs. L MID,0.509,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC R,,,,atlas comparison,LPFC R,954,114,,,,0.509
32,7,2011,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 3,Semantic Rule GREEN vs. SOFT,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC R,,,,atlas comparison,LPFC R,954,114,,,,0.51
33,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response R INDEX vs. R MID,0.514,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC L,,,,atlas comparison,LPFC L,956,114,,,,0.514
34,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 3,Semantic Rule GREEN vs. SWEET,0.516,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC L,,,,atlas comparison,LPFC L,956,114,,,,0.516
35,7,2011,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response L MID vs. R MID,0.516,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC R,,,,atlas comparison,LPFC R,954,114,,,,0.516
36,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Same vs.Just one,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,Bi-lateral LPFC,,,,atlas comparison,Bi-lateral LPFC,1909,114,,,,0.52
37,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Second vs Not Second,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC L,,,,atlas comparison,Left LPFC,956,114,,,,0.52
38,7,2011,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response R INDEX vs. R MID,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC R,,,,atlas comparison,LPFC R,954,114,,,,0.52
39,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 3,Semantic Rule LOUD vs. SWEET,0.521,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC L,,,,atlas comparison,LPFC L,956,114,,,,0.521
40,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Same vs Second,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,Bi-lateral LPFC,,,,atlas comparison,Bi-lateral LPFC,1909,228,,,,0.53
41,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 3,Semantic Rule SOFT vs. SWEET,0.531,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC L,,,,atlas comparison,LPFC L,956,114,,,,0.531
42,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response L INDEX vs. R MID,0.537,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC L,,,,atlas comparison,LPFC L,956,114,,,,0.537
43,7,2011,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response L INDEX vs. L MID,0.539,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC R,,,,atlas comparison,LPFC R,954,114,,,,0.539
44,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Same vs.Just one,0.54,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,Bi-lateral LPFC,,,,atlas comparison,Bi-lateral LPFC,1909,228,,,,0.54
45,7,2011,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 3,Semantic Rule SOFT vs. SWEET,0.547,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC R,,,,atlas comparison,LPFC R,954,114,,,,0.547
46,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response L INDEX vs. L MID,0.548,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC L,,,,atlas comparison,LPFC L,956,114,,,,0.548
47,7,2011,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response L INDEX vs. R MID,0.55,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC R,,,,atlas comparison,LPFC R,954,114,,,,0.55
48,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Just One vs Not Second,0.55,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,Bi-lateral LPFC,,,,atlas comparison,Bi-lateral LPFC,1909,228,,,,0.55
49,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Same vs Second,0.55,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC L,,,,atlas comparison,Left LPFC,956,114,,,,0.55
50,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 3,Semantic Rule GREEN vs. SOFT,0.556,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC L,,,,atlas comparison,LPFC L,956,114,,,,0.556
51,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Just One vs Second,0.56,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,Bi-lateral LPFC,,,,atlas comparison,Bi-lateral LPFC,1909,228,,,,0.56
52,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Same vs Not Second,0.56,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,Bi-lateral LPFC,,,,atlas comparison,Bi-lateral LPFC,1909,228,,,,0.56
53,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Just One vs Second,0.56,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,Bi-lateral LPFC,,,,atlas comparison,Bi-lateral LPFC,1909,114,,,,0.56
54,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Same vs.Just one,0.56,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC L,,,,atlas comparison,Left LPFC,956,228,,,,0.56
55,7,2011,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 3,Semantic Rule LOUD vs. SOFT,0.565,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC R,,,,atlas comparison,LPFC R,954,114,,,,0.565
56,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Same vs Not Second,0.57,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC L,,,,atlas comparison,Left LPFC,956,114,,,,0.57
57,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Same vs Second,0.58,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,Bi-lateral LPFC,,,,atlas comparison,Bi-lateral LPFC,1909,228,,,,0.58
58,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Same vs Not Second,0.58,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,Bi-lateral LPFC,,,,atlas comparison,Bi-lateral LPFC,1909,114,,,,0.58
59,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Second vs Not Second,0.58,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,Bi-lateral LPFC,,,,atlas comparison,Bi-lateral LPFC,1909,114,,,,0.58
60,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Just One vs Not Second,0.58,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC L,,,,atlas comparison,Left LPFC,956,114,,,,0.58
61,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 3,Semantic Rule LOUD vs. SOFT,0.584,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,LPFC L,,,,atlas comparison,LPFC L,956,114,,,,0.584
62,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Just One vs Not Second,0.59,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,Bi-lateral LPFC,,,,atlas comparison,Bi-lateral LPFC,1909,114,,,,0.59
63,7,2011,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Second vs Not Second,0.59,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,360,2,,,,Desikan,,,Bi-lateral LPFC,,,,atlas comparison,Bi-lateral LPFC,1909,114,,,,0.59
64,8,2012,The Relationship between Working Memory Storage and Elevated Activity as Measured with Functional Magnetic ResoNAce Imaging,Rule,Figure 4,Cue identity direction or speed (task deconding)(sample),0.52,,2,1,ROI,Single Trial Single-Time Point,LogReg,1,3T,3.5mmx3.5mmx3.5mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,7,168,2,,,,unkown,,,,,,Frontal,name similarity,"Frontal ROI: The frontal region included the entire precentral sulcus PCS and the posterior portion of the inferior frontal sulcus IFS. For finer- grained analyses, this was subdivided into three frontal ROIs that showed robust delay-period activity: 1 the superior rostral bank of the PCS bounded superiorly by the intersection of the superior frontal sulcus SFS; 2 a more inferior portion of the rostral bank of the PCS bounded ventrally by the intersection with the IFS; and 3 the caudal third of the IFS",,167,0.52,median across all timepoints,,0.55
